text,label,source
is a bastard pikin wey them born for this world nor fit dey as creative as the bastard ask his latest this is nigeria banger everything about the hit is outta this world oluwa jor make me a bastard like,positive,v3_mixed
wetin dey worry me na say twitter outrage no dey last people just want something to rant about and forget the next minute,negative,v3_mixed
me wey i don dey fine peace of mind up n down i thank god i found you bayi,positive,v3_mixed
e dun tay wey i see alert boya if to say i get uncle number na i for just casually tell am you no go fit help me call am i can do with that alert therapy oloun,positive,v3_mixed
this midfield go make sense e fit carry us for the whole season paul pogba bruno fernandes fred scott mctominay nemanja matic donny van de beek if anybody woundjure we no go feel am,positive,v3_mixed
how are they not laughing cos this skit don too cast na,positive,v3_mixed
belle dey pain me breast dey pain me on top this fruit wey eve chop,negative,v3_mixed
gov wike dey clear anybody doubt for ph just what we need in lagos,positive,v3_mixed
person wey i dey trash,negative,v3_mixed
"Omo, the hospital save my time.",positive,v3_mixed
"Yesterday, the result I register yesterday although nothing special happen.",neutral,v3_mixed
to sew not dey tire na him dey settle all my clothes matter both suits and natives,positive,v3_mixed
"Na true say, the meter too slow although nothing special happen.",negative,v3_mixed
wahala dey o my girlfriend say na she dey lead praise and worship for her church on valentines day and dem dey do vigil till monday evening abeg shey na lori iro or i should calm down,negative,v3_mixed
any adult i hear talking politics again and they try to bring me in i snob them cause omo na una votes cause all these one na see cow get freedom of movement they curtail human being own see rubbish,negative,v3_mixed
I have received the prescription and I am checking the instructions.,neutral,negation_contrastive_v6
"Abeg, the exam surpass my expectation.",positive,v3_mixed
see as you dey shake dey stammer like small pikin wey chop him school fees,negative,v3_mixed
if i talk wetin my eyes don see,negative,v3_mixed
e be like say dem don curse these guys o,negative,v3_mixed
"My guy, the payment frustrate me because everything smooth.",negative,v3_mixed
hin go reach my side too,neutral,v3_mixed
dont mind them as basic as vitamins they dont cover even zinc sef once youre above years no level for you,negative,v3_mixed
maybe him don jam talk again you sabi say the guy sabi spew okoto,negative,v3_mixed
most sought after na dem dey rush you,positive,v3_mixed
"Na true say, the NIN service make me lose money but I hope e improve soon.",negative,v3_mixed
women wey dey support man united dey special ️,positive,v3_mixed
"For real, the food make life easy and I no get problem again.",positive,v3_mixed
you no fit try am for naija who wan dey follow lion play,negative,v3_mixed
i just want pizza but them don warn me make i no chop m again na just fat no b anything o,negative,v3_mixed
The bank is available,neutral,v3_mixed
amaka so from imo state to portharcourt is days abi up till now you still dey road no wahala enjoy the k na me fuck up,negative,v3_mixed
babe make we gather beat dat person wey write dat tweet bcus d tin touch me my left kidneylol,negative,v3_mixed
and then there was gift ‍️ na that one vex my guys dem introduce me to inmessage,negative,v3_mixed
why e be say na yhu get belle but na our gals and wives dey help carry am,negative,v3_mixed
"Sha, the account keep crashing.",negative,v3_mixed
"No lie, the wallet open by 8am and people for office smile.",neutral,v3_mixed
"This morning, the ATM be under maintenance so people for office smile.",neutral,v3_mixed
e sha dey time wey e dey fine,positive,v3_mixed
"No lie, the Bolt deserve five stars but dem promise fix am tomorrow.",positive,v3_mixed
"This morning, the seller customer care help me quick but I hope e improve soon.",positive,v3_mixed
them never see anything everyday for the thief one day for the owner e don tey way dem de chop our money na time to vomit am now,negative,v3_mixed
"Na true say, the rice too slow and e better pass before.",negative,v3_mixed
"Meanwhile, the package save my time.",positive,v3_mixed
another made in naija automobile if we no drive wetin we gain i pray and hope it will be affordable at least no import duty,positive,v3_mixed
so why that man go there dey try help am read am abi na brail him dey read or shorthand,negative,v3_mixed
na girls wey give us head we dey wash their pants,positive,v3_mixed
"Yesterday, the mobile banking need verification although people for office smile.",neutral,v3_mixed
"Omo, the data bundle send notification so everything smooth.",neutral,v3_mixed
"For real, the wallet I register yesterday but my family notice am too.",neutral,v3_mixed
"Sha, the electricity dey sweet me so my family notice am too.",positive,v3_mixed
"For real, the food keep crashing but everything smooth.",negative,v3_mixed
chaidose skool gals wey bokoharam kidnap go don get bele finish ofed govt but y na,negative,v3_mixed
i swear thats exactly what im worried about tbh questions questions that booklet na like pages na haha nobody can tension me o,negative,v3_mixed
comot that akure wey dey your handle abeg you dunno anything,negative,v3_mixed
omo if na you wetin you go do,neutral,v3_mixed
"For real, the lecture close early today but dem promise fix am tomorrow.",neutral,v3_mixed
come and see cat wey chop pass your own but why do you guys shade mangu people na youre not being fair to us fa,negative,v3_mixed
ebs still dey,neutral,v3_mixed
pikin wey fine like this suppose dey with me oh,positive,v3_mixed
"Na true say, the delivery no work at all.",negative,v3_mixed
asweh e pain me ehn like the struggle to kiss her sef na war had to stand on my toes,negative,v3_mixed
omo nothing in this yarns not even vibes e for day drafts,negative,v3_mixed
pity this guy small na e never celebrate goal since thy kingdom come wetin e do una,positive,v3_mixed
o sick werey re o mumu on top dis fried rice na na must chop for you ohna osun u dey,negative,v3_mixed
"Abeg, the lecture need verification because people for office smile.",neutral,v3_mixed
I no like the delay before my money entered.,negative,negation_contrastive_v6
My package dey missing and nobody sabi wetin happen,negative,v3_mixed
lmfao you wey no fit open eyes wella wan go pilot school tearssss,negative,v3_mixed
"Abeg, the taxi process still dey.",neutral,v3_mixed
my youngest sister don pack all the airtime n she dey her room dey laugh like agbero ‍️,positive,v3_mixed
"This morning, the clinic de available now so I still dey wait.",neutral,v3_mixed
na actually the third is the severe acute respiratory syndrome but the most sifia is actually the sars wey dey beat,negative,v3_mixed
baba you need hear this abeg them never polish this or do training na him she dey sing like this if the train the voice finish how eeh go dey,positive,v3_mixed
baba support we too wey want read please i need laptop i don dey tell you since daddy,positive,v3_mixed
"This morning, the school portal customer care help me quick.",positive,v3_mixed
"Honestly, the electricity no work at all but I fit use am every day.",negative,v3_mixed
"No lie, the Bolt need verification so people for office smile.",neutral,v3_mixed
omo sense dey here i don talk my own,positive,v3_mixed
"Omo, the ATM de available now and dem promise fix am tomorrow.",neutral,v3_mixed
how far after the online bashing na this way una go una dey hawk our jersey like this cc,negative,v3_mixed
e be lyk say una dey ment what just happened to the last in my account just now u guys just turned me to broke girl,negative,v3_mixed
good morning sir im one of those nigerians that hunger is about to kill im typing this on an empty stomach im very hungry because i dont have foodstuffs or even money to buy sir pls help me,negative,v3_mixed
laughter wan kill me oooo,positive,v3_mixed
so na so u dey do am,neutral,v3_mixed
I don't feel good about this purchase.,negative,targeted_negation_v7
"Sha, the trip waste my time and my family notice am too.",negative,v3_mixed
exam na school disease uj students are highly contagious right now abeg make exams no be part of school na wetin una think,negative,v3_mixed
na dis i want abeg bruno,positive,v3_mixed
someone said wahala be like dangote nyash e no dey hard to show leeeeemao,negative,v3_mixed
eh make una keep na cause im a star in my field i deserve star radler bro,positive,v3_mixed
"Yesterday, the ATM open by 8am because everything smooth.",neutral,v3_mixed
"Chai, the light na correct one.",positive,v3_mixed
make una patronize me na i never chop for days now o why una de do me like this nah,negative,v3_mixed
una too like to dey stress una sef walahi tweet your trash ima like aint see that shit problem no dey finish no mean say you go carry anyone wey you see for head‍️,negative,v3_mixed
"I think, the soup make life easy because everything smooth.",positive,v3_mixed
